URL,Importance,Interest,Interest Description
https://www.onetonline.org/link/details/47-3011.00,100,Realistic,"Work involves designing, building, or repairing of equipment, materials, or structures, engaging in physical activity, or working outdoors.  occupations are often associated with engineering, mechanics and electronics, construction, woodworking, transportation, machine operation, agriculture, animal services, physical or manual labor, athletics, or protective services.Related occupations"
https://www.onetonline.org/link/details/47-3011.00,40,Conventional,"Work involves following procedures and regulations to organize information or data, typically in a business setting.  occupations are often associated with office work, accounting, mathematics/statistics, information technology, finance, or human resources.Related occupations"
https://www.onetonline.org/link/details/47-3011.00,15,Social,"Work involves helping, teaching, advising, assisting, or providing service to others.  occupations are often associated with social, health care, personal service, teaching/education, or religious activities.Related occupations"
https://www.onetonline.org/link/details/47-3011.00,8,Artistic,"Work involves creating original visual artwork, performances, written works, food, or music for a variety of media, or applying artistic principles to the design of various objects and materials.  occupations are often associated with visual arts, applied arts and design, performing arts, music, creative writing, media, or culinary art.Related occupations"
https://www.onetonline.org/link/details/47-3011.00,7,Investigative,"Work involves studying and researching non-living objects, living organisms, disease or other forms of impairment, or human behavior.  occupations are often associated with physical, life, medical, or social sciences, and can be found in the fields of humanities, mathematics/statistics, information technology, or health care service.Related occupations"
https://www.onetonline.org/link/details/47-3011.00,0,Enterprising,"Work involves managing, negotiating, marketing, or selling, typically in a business setting, or leading or advising people in political and legal situations.  occupations are often associated with business initiatives, sales, marketing/advertising, finance, management/administration, professional advising, public speaking, politics, or law.Related occupations"
https://www.onetonline.org/link/details/47-3012.00,99,Realistic,"Work involves designing, building, or repairing of equipment, materials, or structures, engaging in physical activity, or working outdoors.  occupations are often associated with engineering, mechanics and electronics, construction, woodworking, transportation, machine operation, agriculture, animal services, physical or manual labor, athletics, or protective services.Related occupations"
https://www.onetonline.org/link/details/47-3012.00,42,Conventional,"Work involves following procedures and regulations to organize information or data, typically in a business setting.  occupations are often associated with office work, accounting, mathematics/statistics, information technology, finance, or human resources.Related occupations"
https://www.onetonline.org/link/details/47-3012.00,18,Social,"Work involves helping, teaching, advising, assisting, or providing service to others.  occupations are often associated with social, health care, personal service, teaching/education, or religious activities.Related occupations"
https://www.onetonline.org/link/details/47-3012.00,11,Enterprising,"Work involves managing, negotiating, marketing, or selling, typically in a business setting, or leading or advising people in political and legal situations.  occupations are often associated with business initiatives, sales, marketing/advertising, finance, management/administration, professional advising, public speaking, politics, or law.Related occupations"
https://www.onetonline.org/link/details/47-3012.00,6,Artistic,"Work involves creating original visual artwork, performances, written works, food, or music for a variety of media, or applying artistic principles to the design of various objects and materials.  occupations are often associated with visual arts, applied arts and design, performing arts, music, creative writing, media, or culinary art.Related occupations"
https://www.onetonline.org/link/details/47-3012.00,4,Investigative,"Work involves studying and researching non-living objects, living organisms, disease or other forms of impairment, or human behavior.  occupations are often associated with physical, life, medical, or social sciences, and can be found in the fields of humanities, mathematics/statistics, information technology, or health care service.Related occupations"
https://www.onetonline.org/link/details/47-3013.00,100,Realistic,"Work involves designing, building, or repairing of equipment, materials, or structures, engaging in physical activity, or working outdoors.  occupations are often associated with engineering, mechanics and electronics, construction, woodworking, transportation, machine operation, agriculture, animal services, physical or manual labor, athletics, or protective services.Related occupations"
https://www.onetonline.org/link/details/47-3013.00,50,Conventional,"Work involves following procedures and regulations to organize information or data, typically in a business setting.  occupations are often associated with office work, accounting, mathematics/statistics, information technology, finance, or human resources.Related occupations"
https://www.onetonline.org/link/details/47-3013.00,19,Investigative,"Work involves studying and researching non-living objects, living organisms, disease or other forms of impairment, or human behavior.  occupations are often associated with physical, life, medical, or social sciences, and can be found in the fields of humanities, mathematics/statistics, information technology, or health care service.Related occupations"
https://www.onetonline.org/link/details/47-3013.00,18,Social,"Work involves helping, teaching, advising, assisting, or providing service to others.  occupations are often associated with social, health care, personal service, teaching/education, or religious activities.Related occupations"
https://www.onetonline.org/link/details/47-3013.00,0,Artistic,"Work involves creating original visual artwork, performances, written works, food, or music for a variety of media, or applying artistic principles to the design of various objects and materials.  occupations are often associated with visual arts, applied arts and design, performing arts, music, creative writing, media, or culinary art.Related occupations"
https://www.onetonline.org/link/details/47-3013.00,0,Enterprising,"Work involves managing, negotiating, marketing, or selling, typically in a business setting, or leading or advising people in political and legal situations.  occupations are often associated with business initiatives, sales, marketing/advertising, finance, management/administration, professional advising, public speaking, politics, or law.Related occupations"
https://www.onetonline.org/link/details/47-5081.00,100,Realistic,"Work involves designing, building, or repairing of equipment, materials, or structures, engaging in physical activity, or working outdoors.  occupations are often associated with engineering, mechanics and electronics, construction, woodworking, transportation, machine operation, agriculture, animal services, physical or manual labor, athletics, or protective services.Related occupations"
https://www.onetonline.org/link/details/47-5081.00,45,Conventional,"Work involves following procedures and regulations to organize information or data, typically in a business setting.  occupations are often associated with office work, accounting, mathematics/statistics, information technology, finance, or human resources.Related occupations"
https://www.onetonline.org/link/details/47-5081.00,19,Investigative,"Work involves studying and researching non-living objects, living organisms, disease or other forms of impairment, or human behavior.  occupations are often associated with physical, life, medical, or social sciences, and can be found in the fields of humanities, mathematics/statistics, information technology, or health care service.Related occupations"
https://www.onetonline.org/link/details/47-5081.00,13,Social,"Work involves helping, teaching, advising, assisting, or providing service to others.  occupations are often associated with social, health care, personal service, teaching/education, or religious activities.Related occupations"
https://www.onetonline.org/link/details/47-5081.00,10,Enterprising,"Work involves managing, negotiating, marketing, or selling, typically in a business setting, or leading or advising people in political and legal situations.  occupations are often associated with business initiatives, sales, marketing/advertising, finance, management/administration, professional advising, public speaking, politics, or law.Related occupations"
https://www.onetonline.org/link/details/47-5081.00,0,Artistic,"Work involves creating original visual artwork, performances, written works, food, or music for a variety of media, or applying artistic principles to the design of various objects and materials.  occupations are often associated with visual arts, applied arts and design, performing arts, music, creative writing, media, or culinary art.Related occupations"
https://www.onetonline.org/link/details/49-9098.00,100,Realistic,"Work involves designing, building, or repairing of equipment, materials, or structures, engaging in physical activity, or working outdoors.  occupations are often associated with engineering, mechanics and electronics, construction, woodworking, transportation, machine operation, agriculture, animal services, physical or manual labor, athletics, or protective services.Related occupations"
https://www.onetonline.org/link/details/49-9098.00,51,Conventional,"Work involves following procedures and regulations to organize information or data, typically in a business setting.  occupations are often associated with office work, accounting, mathematics/statistics, information technology, finance, or human resources.Related occupations"
https://www.onetonline.org/link/details/49-9098.00,16,Investigative,"Work involves studying and researching non-living objects, living organisms, disease or other forms of impairment, or human behavior.  occupations are often associated with physical, life, medical, or social sciences, and can be found in the fields of humanities, mathematics/statistics, information technology, or health care service.Related occupations"
https://www.onetonline.org/link/details/49-9098.00,14,Social,"Work involves helping, teaching, advising, assisting, or providing service to others.  occupations are often associated with social, health care, personal service, teaching/education, or religious activities.Related occupations"
https://www.onetonline.org/link/details/49-9098.00,11,Enterprising,"Work involves managing, negotiating, marketing, or selling, typically in a business setting, or leading or advising people in political and legal situations.  occupations are often associated with business initiatives, sales, marketing/advertising, finance, management/administration, professional advising, public speaking, politics, or law.Related occupations"
https://www.onetonline.org/link/details/49-9098.00,2,Artistic,"Work involves creating original visual artwork, performances, written works, food, or music for a variety of media, or applying artistic principles to the design of various objects and materials.  occupations are often associated with visual arts, applied arts and design, performing arts, music, creative writing, media, or culinary art.Related occupations"
https://www.onetonline.org/link/details/47-3014.00,92,Realistic,"Work involves designing, building, or repairing of equipment, materials, or structures, engaging in physical activity, or working outdoors.  occupations are often associated with engineering, mechanics and electronics, construction, woodworking, transportation, machine operation, agriculture, animal services, physical or manual labor, athletics, or protective services.Related occupations"
https://www.onetonline.org/link/details/47-3014.00,41,Conventional,"Work involves following procedures and regulations to organize information or data, typically in a business setting.  occupations are often associated with office work, accounting, mathematics/statistics, information technology, finance, or human resources.Related occupations"
https://www.onetonline.org/link/details/47-3014.00,24,Social,"Work involves helping, teaching, advising, assisting, or providing service to others.  occupations are often associated with social, health care, personal service, teaching/education, or religious activities.Related occupations"
https://www.onetonline.org/link/details/47-3014.00,13,Artistic,"Work involves creating original visual artwork, performances, written works, food, or music for a variety of media, or applying artistic principles to the design of various objects and materials.  occupations are often associated with visual arts, applied arts and design, performing arts, music, creative writing, media, or culinary art.Related occupations"
https://www.onetonline.org/link/details/47-3014.00,6,Enterprising,"Work involves managing, negotiating, marketing, or selling, typically in a business setting, or leading or advising people in political and legal situations.  occupations are often associated with business initiatives, sales, marketing/advertising, finance, management/administration, professional advising, public speaking, politics, or law.Related occupations"
https://www.onetonline.org/link/details/47-3014.00,2,Investigative,"Work involves studying and researching non-living objects, living organisms, disease or other forms of impairment, or human behavior.  occupations are often associated with physical, life, medical, or social sciences, and can be found in the fields of humanities, mathematics/statistics, information technology, or health care service.Related occupations"
https://www.onetonline.org/link/details/47-3015.00,97,Realistic,"Work involves designing, building, or repairing of equipment, materials, or structures, engaging in physical activity, or working outdoors.  occupations are often associated with engineering, mechanics and electronics, construction, woodworking, transportation, machine operation, agriculture, animal services, physical or manual labor, athletics, or protective services.Related occupations"
https://www.onetonline.org/link/details/47-3015.00,45,Conventional,"Work involves following procedures and regulations to organize information or data, typically in a business setting.  occupations are often associated with office work, accounting, mathematics/statistics, information technology, finance, or human resources.Related occupations"
https://www.onetonline.org/link/details/47-3015.00,13,Social,"Work involves helping, teaching, advising, assisting, or providing service to others.  occupations are often associated with social, health care, personal service, teaching/education, or religious activities.Related occupations"
https://www.onetonline.org/link/details/47-3015.00,6,Enterprising,"Work involves managing, negotiating, marketing, or selling, typically in a business setting, or leading or advising people in political and legal situations.  occupations are often associated with business initiatives, sales, marketing/advertising, finance, management/administration, professional advising, public speaking, politics, or law.Related occupations"
https://www.onetonline.org/link/details/47-3015.00,5,Investigative,"Work involves studying and researching non-living objects, living organisms, disease or other forms of impairment, or human behavior.  occupations are often associated with physical, life, medical, or social sciences, and can be found in the fields of humanities, mathematics/statistics, information technology, or health care service.Related occupations"
https://www.onetonline.org/link/details/47-3015.00,0,Artistic,"Work involves creating original visual artwork, performances, written works, food, or music for a variety of media, or applying artistic principles to the design of various objects and materials.  occupations are often associated with visual arts, applied arts and design, performing arts, music, creative writing, media, or culinary art.Related occupations"
https://www.onetonline.org/link/details/51-9198.00,92,Realistic,"Work involves designing, building, or repairing of equipment, materials, or structures, engaging in physical activity, or working outdoors.  occupations are often associated with engineering, mechanics and electronics, construction, woodworking, transportation, machine operation, agriculture, animal services, physical or manual labor, athletics, or protective services.Related occupations"
https://www.onetonline.org/link/details/51-9198.00,53,Conventional,"Work involves following procedures and regulations to organize information or data, typically in a business setting.  occupations are often associated with office work, accounting, mathematics/statistics, information technology, finance, or human resources.Related occupations"
https://www.onetonline.org/link/details/51-9198.00,12,Enterprising,"Work involves managing, negotiating, marketing, or selling, typically in a business setting, or leading or advising people in political and legal situations.  occupations are often associated with business initiatives, sales, marketing/advertising, finance, management/administration, professional advising, public speaking, politics, or law.Related occupations"
https://www.onetonline.org/link/details/51-9198.00,11,Social,"Work involves helping, teaching, advising, assisting, or providing service to others.  occupations are often associated with social, health care, personal service, teaching/education, or religious activities.Related occupations"
https://www.onetonline.org/link/details/51-9198.00,4,Artistic,"Work involves creating original visual artwork, performances, written works, food, or music for a variety of media, or applying artistic principles to the design of various objects and materials.  occupations are often associated with visual arts, applied arts and design, performing arts, music, creative writing, media, or culinary art.Related occupations"
https://www.onetonline.org/link/details/51-9198.00,2,Investigative,"Work involves studying and researching non-living objects, living organisms, disease or other forms of impairment, or human behavior.  occupations are often associated with physical, life, medical, or social sciences, and can be found in the fields of humanities, mathematics/statistics, information technology, or health care service.Related occupations"
https://www.onetonline.org/link/details/47-3016.00,99,Realistic,"Work involves designing, building, or repairing of equipment, materials, or structures, engaging in physical activity, or working outdoors.  occupations are often associated with engineering, mechanics and electronics, construction, woodworking, transportation, machine operation, agriculture, animal services, physical or manual labor, athletics, or protective services.Related occupations"
https://www.onetonline.org/link/details/47-3016.00,44,Conventional,"Work involves following procedures and regulations to organize information or data, typically in a business setting.  occupations are often associated with office work, accounting, mathematics/statistics, information technology, finance, or human resources.Related occupations"
https://www.onetonline.org/link/details/47-3016.00,16,Social,"Work involves helping, teaching, advising, assisting, or providing service to others.  occupations are often associated with social, health care, personal service, teaching/education, or religious activities.Related occupations"
https://www.onetonline.org/link/details/47-3016.00,7,Enterprising,"Work involves managing, negotiating, marketing, or selling, typically in a business setting, or leading or advising people in political and legal situations.  occupations are often associated with business initiatives, sales, marketing/advertising, finance, management/administration, professional advising, public speaking, politics, or law.Related occupations"
https://www.onetonline.org/link/details/47-3016.00,0,Artistic,"Work involves creating original visual artwork, performances, written works, food, or music for a variety of media, or applying artistic principles to the design of various objects and materials.  occupations are often associated with visual arts, applied arts and design, performing arts, music, creative writing, media, or culinary art.Related occupations"
https://www.onetonline.org/link/details/47-3016.00,0,Investigative,"Work involves studying and researching non-living objects, living organisms, disease or other forms of impairment, or human behavior.  occupations are often associated with physical, life, medical, or social sciences, and can be found in the fields of humanities, mathematics/statistics, information technology, or health care service.Related occupations"
https://www.onetonline.org/link/details/47-4051.00,100,Realistic,"Work involves designing, building, or repairing of equipment, materials, or structures, engaging in physical activity, or working outdoors.  occupations are often associated with engineering, mechanics and electronics, construction, woodworking, transportation, machine operation, agriculture, animal services, physical or manual labor, athletics, or protective services.Related occupations"
https://www.onetonline.org/link/details/47-4051.00,43,Conventional,"Work involves following procedures and regulations to organize information or data, typically in a business setting.  occupations are often associated with office work, accounting, mathematics/statistics, information technology, finance, or human resources.Related occupations"
https://www.onetonline.org/link/details/47-4051.00,12,Investigative,"Work involves studying and researching non-living objects, living organisms, disease or other forms of impairment, or human behavior.  occupations are often associated with physical, life, medical, or social sciences, and can be found in the fields of humanities, mathematics/statistics, information technology, or health care service.Related occupations"
https://www.onetonline.org/link/details/47-4051.00,12,Social,"Work involves helping, teaching, advising, assisting, or providing service to others.  occupations are often associated with social, health care, personal service, teaching/education, or religious activities.Related occupations"
https://www.onetonline.org/link/details/47-4051.00,8,Enterprising,"Work involves managing, negotiating, marketing, or selling, typically in a business setting, or leading or advising people in political and legal situations.  occupations are often associated with business initiatives, sales, marketing/advertising, finance, management/administration, professional advising, public speaking, politics, or law.Related occupations"
https://www.onetonline.org/link/details/47-4051.00,2,Artistic,"Work involves creating original visual artwork, performances, written works, food, or music for a variety of media, or applying artistic principles to the design of various objects and materials.  occupations are often associated with visual arts, applied arts and design, performing arts, music, creative writing, media, or culinary art.Related occupations"
https://www.onetonline.org/link/details/29-2012.01,91,Realistic,"Work involves designing, building, or repairing of equipment, materials, or structures, engaging in physical activity, or working outdoors.  occupations are often associated with engineering, mechanics and electronics, construction, woodworking, transportation, machine operation, agriculture, animal services, physical or manual labor, athletics, or protective services.Related occupations"
https://www.onetonline.org/link/details/29-2012.01,73,Investigative,"Work involves studying and researching non-living objects, living organisms, disease or other forms of impairment, or human behavior.  occupations are often associated with physical, life, medical, or social sciences, and can be found in the fields of humanities, mathematics/statistics, information technology, or health care service.Related occupations"
https://www.onetonline.org/link/details/29-2012.01,69,Conventional,"Work involves following procedures and regulations to organize information or data, typically in a business setting.  occupations are often associated with office work, accounting, mathematics/statistics, information technology, finance, or human resources.Related occupations"
https://www.onetonline.org/link/details/29-2012.01,19,Social,"Work involves helping, teaching, advising, assisting, or providing service to others.  occupations are often associated with social, health care, personal service, teaching/education, or religious activities.Related occupations"
https://www.onetonline.org/link/details/29-2012.01,5,Artistic,"Work involves creating original visual artwork, performances, written works, food, or music for a variety of media, or applying artistic principles to the design of various objects and materials.  occupations are often associated with visual arts, applied arts and design, performing arts, music, creative writing, media, or culinary art.Related occupations"
https://www.onetonline.org/link/details/29-2012.01,0,Enterprising,"Work involves managing, negotiating, marketing, or selling, typically in a business setting, or leading or advising people in political and legal situations.  occupations are often associated with business initiatives, sales, marketing/advertising, finance, management/administration, professional advising, public speaking, politics, or law.Related occupations"
https://www.onetonline.org/link/details/19-3093.00,70,Investigative,"Work involves studying and researching non-living objects, living organisms, disease or other forms of impairment, or human behavior.  occupations are often associated with physical, life, medical, or social sciences, and can be found in the fields of humanities, mathematics/statistics, information technology, or health care service.Related occupations"
https://www.onetonline.org/link/details/19-3093.00,66,Conventional,"Work involves following procedures and regulations to organize information or data, typically in a business setting.  occupations are often associated with office work, accounting, mathematics/statistics, information technology, finance, or human resources.Related occupations"
https://www.onetonline.org/link/details/19-3093.00,44,Artistic,"Work involves creating original visual artwork, performances, written works, food, or music for a variety of media, or applying artistic principles to the design of various objects and materials.  occupations are often associated with visual arts, applied arts and design, performing arts, music, creative writing, media, or culinary art.Related occupations"
https://www.onetonline.org/link/details/19-3093.00,37,Social,"Work involves helping, teaching, advising, assisting, or providing service to others.  occupations are often associated with social, health care, personal service, teaching/education, or religious activities.Related occupations"
https://www.onetonline.org/link/details/19-3093.00,24,Realistic,"Work involves designing, building, or repairing of equipment, materials, or structures, engaging in physical activity, or working outdoors.  occupations are often associated with engineering, mechanics and electronics, construction, woodworking, transportation, machine operation, agriculture, animal services, physical or manual labor, athletics, or protective services.Related occupations"
https://www.onetonline.org/link/details/19-3093.00,23,Enterprising,"Work involves managing, negotiating, marketing, or selling, typically in a business setting, or leading or advising people in political and legal situations.  occupations are often associated with business initiatives, sales, marketing/advertising, finance, management/administration, professional advising, public speaking, politics, or law.Related occupations"
https://www.onetonline.org/link/details/25-1125.00,98,Social,"Work involves helping, teaching, advising, assisting, or providing service to others.  occupations are often associated with social, health care, personal service, teaching/education, or religious activities.Related occupations"
https://www.onetonline.org/link/details/25-1125.00,74,Investigative,"Work involves studying and researching non-living objects, living organisms, disease or other forms of impairment, or human behavior.  occupations are often associated with physical, life, medical, or social sciences, and can be found in the fields of humanities, mathematics/statistics, information technology, or health care service.Related occupations"
https://www.onetonline.org/link/details/25-1125.00,48,Artistic,"Work involves creating original visual artwork, performances, written works, food, or music for a variety of media, or applying artistic principles to the design of various objects and materials.  occupations are often associated with visual arts, applied arts and design, performing arts, music, creative writing, media, or culinary art.Related occupations"
https://www.onetonline.org/link/details/25-1125.00,43,Conventional,"Work involves following procedures and regulations to organize information or data, typically in a business setting.  occupations are often associated with office work, accounting, mathematics/statistics, information technology, finance, or human resources.Related occupations"
https://www.onetonline.org/link/details/25-1125.00,31,Realistic,"Work involves designing, building, or repairing of equipment, materials, or structures, engaging in physical activity, or working outdoors.  occupations are often associated with engineering, mechanics and electronics, construction, woodworking, transportation, machine operation, agriculture, animal services, physical or manual labor, athletics, or protective services.Related occupations"
https://www.onetonline.org/link/details/25-1125.00,25,Enterprising,"Work involves managing, negotiating, marketing, or selling, typically in a business setting, or leading or advising people in political and legal situations.  occupations are often associated with business initiatives, sales, marketing/advertising, finance, management/administration, professional advising, public speaking, politics, or law.Related occupations"
https://www.onetonline.org/link/details/29-2011.04,94,Investigative,"Work involves studying and researching non-living objects, living organisms, disease or other forms of impairment, or human behavior.  occupations are often associated with physical, life, medical, or social sciences, and can be found in the fields of humanities, mathematics/statistics, information technology, or health care service.Related occupations"
https://www.onetonline.org/link/details/29-2011.04,80,Realistic,"Work involves designing, building, or repairing of equipment, materials, or structures, engaging in physical activity, or working outdoors.  occupations are often associated with engineering, mechanics and electronics, construction, woodworking, transportation, machine operation, agriculture, animal services, physical or manual labor, athletics, or protective services.Related occupations"
https://www.onetonline.org/link/details/29-2011.04,70,Conventional,"Work involves following procedures and regulations to organize information or data, typically in a business setting.  occupations are often associated with office work, accounting, mathematics/statistics, information technology, finance, or human resources.Related occupations"
https://www.onetonline.org/link/details/29-2011.04,30,Social,"Work involves helping, teaching, advising, assisting, or providing service to others.  occupations are often associated with social, health care, personal service, teaching/education, or religious activities.Related occupations"
https://www.onetonline.org/link/details/29-2011.04,4,Artistic,"Work involves creating original visual artwork, performances, written works, food, or music for a variety of media, or applying artistic principles to the design of various objects and materials.  occupations are often associated with visual arts, applied arts and design, performing arts, music, creative writing, media, or culinary art.Related occupations"
https://www.onetonline.org/link/details/29-2011.04,1,Enterprising,"Work involves managing, negotiating, marketing, or selling, typically in a business setting, or leading or advising people in political and legal situations.  occupations are often associated with business initiatives, sales, marketing/advertising, finance, management/administration, professional advising, public speaking, politics, or law.Related occupations"
https://www.onetonline.org/link/details/53-7041.00,98,Realistic,"Work involves designing, building, or repairing of equipment, materials, or structures, engaging in physical activity, or working outdoors.  occupations are often associated with engineering, mechanics and electronics, construction, woodworking, transportation, machine operation, agriculture, animal services, physical or manual labor, athletics, or protective services.Related occupations"
https://www.onetonline.org/link/details/53-7041.00,39,Conventional,"Work involves following procedures and regulations to organize information or data, typically in a business setting.  occupations are often associated with office work, accounting, mathematics/statistics, information technology, finance, or human resources.Related occupations"
https://www.onetonline.org/link/details/53-7041.00,9,Investigative,"Work involves studying and researching non-living objects, living organisms, disease or other forms of impairment, or human behavior.  occupations are often associated with physical, life, medical, or social sciences, and can be found in the fields of humanities, mathematics/statistics, information technology, or health care service.Related occupations"
https://www.onetonline.org/link/details/53-7041.00,8,Enterprising,"Work involves managing, negotiating, marketing, or selling, typically in a business setting, or leading or advising people in political and legal situations.  occupations are often associated with business initiatives, sales, marketing/advertising, finance, management/administration, professional advising, public speaking, politics, or law.Related occupations"
https://www.onetonline.org/link/details/53-7041.00,8,Social,"Work involves helping, teaching, advising, assisting, or providing service to others.  occupations are often associated with social, health care, personal service, teaching/education, or religious activities.Related occupations"
https://www.onetonline.org/link/details/53-7041.00,1,Artistic,"Work involves creating original visual artwork, performances, written works, food, or music for a variety of media, or applying artistic principles to the design of various objects and materials.  occupations are often associated with visual arts, applied arts and design, performing arts, music, creative writing, media, or culinary art.Related occupations"
https://www.onetonline.org/link/details/49-9031.00,100,Realistic,"Work involves designing, building, or repairing of equipment, materials, or structures, engaging in physical activity, or working outdoors.  occupations are often associated with engineering, mechanics and electronics, construction, woodworking, transportation, machine operation, agriculture, animal services, physical or manual labor, athletics, or protective services.Related occupations"
https://www.onetonline.org/link/details/49-9031.00,67,Conventional,"Work involves following procedures and regulations to organize information or data, typically in a business setting.  occupations are often associated with office work, accounting, mathematics/statistics, information technology, finance, or human resources.Related occupations"
https://www.onetonline.org/link/details/49-9031.00,19,Investigative,"Work involves studying and researching non-living objects, living organisms, disease or other forms of impairment, or human behavior.  occupations are often associated with physical, life, medical, or social sciences, and can be found in the fields of humanities, mathematics/statistics, information technology, or health care service.Related occupations"
https://www.onetonline.org/link/details/49-9031.00,11,Social,"Work involves helping, teaching, advising, assisting, or providing service to others.  occupations are often associated with social, health care, personal service, teaching/education, or religious activities.Related occupations"
https://www.onetonline.org/link/details/49-9031.00,8,Enterprising,"Work involves managing, negotiating, marketing, or selling, typically in a business setting, or leading or advising people in political and legal situations.  occupations are often associated with business initiatives, sales, marketing/advertising, finance, management/administration, professional advising, public speaking, politics, or law.Related occupations"
https://www.onetonline.org/link/details/49-9031.00,0,Artistic,"Work involves creating original visual artwork, performances, written works, food, or music for a variety of media, or applying artistic principles to the design of various objects and materials.  occupations are often associated with visual arts, applied arts and design, performing arts, music, creative writing, media, or culinary art.Related occupations"
https://www.onetonline.org/link/details/31-1121.00,89,Social,"Work involves helping, teaching, advising, assisting, or providing service to others.  occupations are often associated with social, health care, personal service, teaching/education, or religious activities.Related occupations"
https://www.onetonline.org/link/details/31-1121.00,54,Realistic,"Work involves designing, building, or repairing of equipment, materials, or structures, engaging in physical activity, or working outdoors.  occupations are often associated with engineering, mechanics and electronics, construction, woodworking, transportation, machine operation, agriculture, animal services, physical or manual labor, athletics, or protective services.Related occupations"
https://www.onetonline.org/link/details/31-1121.00,42,Conventional,"Work involves following procedures and regulations to organize information or data, typically in a business setting.  occupations are often associated with office work, accounting, mathematics/statistics, information technology, finance, or human resources.Related occupations"
https://www.onetonline.org/link/details/31-1121.00,36,Investigative,"Work involves studying and researching non-living objects, living organisms, disease or other forms of impairment, or human behavior.  occupations are often associated with physical, life, medical, or social sciences, and can be found in the fields of humanities, mathematics/statistics, information technology, or health care service.Related occupations"
https://www.onetonline.org/link/details/31-1121.00,13,Enterprising,"Work involves managing, negotiating, marketing, or selling, typically in a business setting, or leading or advising people in political and legal situations.  occupations are often associated with business initiatives, sales, marketing/advertising, finance, management/administration, professional advising, public speaking, politics, or law.Related occupations"
https://www.onetonline.org/link/details/31-1121.00,8,Artistic,"Work involves creating original visual artwork, performances, written works, food, or music for a variety of media, or applying artistic principles to the design of various objects and materials.  occupations are often associated with visual arts, applied arts and design, performing arts, music, creative writing, media, or culinary art.Related occupations"
https://www.onetonline.org/link/details/29-1229.02,84,Social,"Work involves helping, teaching, advising, assisting, or providing service to others.  occupations are often associated with social, health care, personal service, teaching/education, or religious activities.Related occupations"
https://www.onetonline.org/link/details/29-1229.02,61,Investigative,"Work involves studying and researching non-living objects, living organisms, disease or other forms of impairment, or human behavior.  occupations are often associated with physical, life, medical, or social sciences, and can be found in the fields of humanities, mathematics/statistics, information technology, or health care service.Related occupations"
https://www.onetonline.org/link/details/29-1229.02,53,Conventional,"Work involves following procedures and regulations to organize information or data, typically in a business setting.  occupations are often associated with office work, accounting, mathematics/statistics, information technology, finance, or human resources.Related occupations"
https://www.onetonline.org/link/details/29-1229.02,44,Realistic,"Work involves designing, building, or repairing of equipment, materials, or structures, engaging in physical activity, or working outdoors.  occupations are often associated with engineering, mechanics and electronics, construction, woodworking, transportation, machine operation, agriculture, animal services, physical or manual labor, athletics, or protective services.Related occupations"
https://www.onetonline.org/link/details/29-1229.02,36,Enterprising,"Work involves managing, negotiating, marketing, or selling, typically in a business setting, or leading or advising people in political and legal situations.  occupations are often associated with business initiatives, sales, marketing/advertising, finance, management/administration, professional advising, public speaking, politics, or law.Related occupations"
https://www.onetonline.org/link/details/29-1229.02,9,Artistic,"Work involves creating original visual artwork, performances, written works, food, or music for a variety of media, or applying artistic principles to the design of various objects and materials.  occupations are often associated with visual arts, applied arts and design, performing arts, music, creative writing, media, or culinary art.Related occupations"
https://www.onetonline.org/link/details/35-9031.00,70,Social,"Work involves helping, teaching, advising, assisting, or providing service to others.  occupations are often associated with social, health care, personal service, teaching/education, or religious activities.Related occupations"
https://www.onetonline.org/link/details/35-9031.00,53,Enterprising,"Work involves managing, negotiating, marketing, or selling, typically in a business setting, or leading or advising people in political and legal situations.  occupations are often associated with business initiatives, sales, marketing/advertising, finance, management/administration, professional advising, public speaking, politics, or law.Related occupations"
https://www.onetonline.org/link/details/35-9031.00,47,Conventional,"Work involves following procedures and regulations to organize information or data, typically in a business setting.  occupations are often associated with office work, accounting, mathematics/statistics, information technology, finance, or human resources.Related occupations"
https://www.onetonline.org/link/details/35-9031.00,39,Realistic,"Work involves designing, building, or repairing of equipment, materials, or structures, engaging in physical activity, or working outdoors.  occupations are often associated with engineering, mechanics and electronics, construction, woodworking, transportation, machine operation, agriculture, animal services, physical or manual labor, athletics, or protective services.Related occupations"
https://www.onetonline.org/link/details/35-9031.00,13,Artistic,"Work involves creating original visual artwork, performances, written works, food, or music for a variety of media, or applying artistic principles to the design of various objects and materials.  occupations are often associated with visual arts, applied arts and design, performing arts, music, creative writing, media, or culinary art.Related occupations"
https://www.onetonline.org/link/details/35-9031.00,0,Investigative,"Work involves studying and researching non-living objects, living organisms, disease or other forms of impairment, or human behavior.  occupations are often associated with physical, life, medical, or social sciences, and can be found in the fields of humanities, mathematics/statistics, information technology, or health care service.Related occupations"
