Industry,Employed by this Industry,Code,Occupation,Projected Growth (2022-2032),Projected Job Openings (2022-2032),Technology Skills,Tasks,Detailed Work Activities,Job Zone
Manufacturing,46%,51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Decline,"2,800","Electronic mail software, Industrial control software, Inventory management software, Spreadsheet software, Word processing software","Signal other workers by telephone or radio to operate pumps, open and close valves, and check temperatures.Related occupations, Maintain and repair equipment, or report malfunctioning equipment to supervisors so that repairs can be scheduled.Related occupations, Monitor process indicators, instruments, gauges, and meters to detect and report any possible problems.Related occupations, Start pumps and open valves or use automated equipment to regulate the flow of oil in pipelines and into and out of tanks.Related occupations, Operate control panels to coordinate and regulate process variables such as temperature and pressure, and to direct product flow rate, according to process schedules.Related occupations, Verify that incoming and outgoing products are moving through the correct meters, and that meters are working properly.Related occupations, Patrol units to monitor the amount of oil in storage tanks, and to verify that activities and operations are safe, efficient, and in compliance with regulations.Related occupations, Plan movement of products through lines to processing, storage, and shipping units, using knowledge of system interconnections and capacities.Related occupations, Control or operate manifold and pumping systems to circulate liquids through a petroleum refinery.Related occupations, Operate auxiliary equipment and control multiple processing units during distilling or treating operations, moving controls that regulate valves, pumps, compressors, and auxiliary equipment.Related occupations, Collect product samples by turning bleeder valves, or by lowering containers into tanks to obtain oil samples.Related occupations, Read automatic gauges at specified intervals to determine the flow rate of oil into or from tanks, and the amount of oil in tanks.Related occupations, Synchronize activities with other pumphouses to ensure a continuous flow of products and a minimum of contamination between products.Related occupations, Record and compile operating data, instrument readings, documentation, and results of laboratory analyses.Related occupations, Conduct general housekeeping of units, including wiping up oil spills and performing general cleaning duties.Related occupations, Inspect pipelines, tightening connections and lubricating valves as necessary.Related occupations, Read and analyze specifications, schedules, logs, test results, and laboratory recommendations to determine how to set equipment controls to produce the required qualities and quantities of products.Related occupations, Perform tests to check the qualities and grades of products, such as assessing levels of bottom sediment, water, and foreign materials in oil samples, using centrifugal testers.Related occupations, Calculate test result values, using standard formulas.Related occupations, Clean interiors of processing units by circulating chemicals and solvents within units.Related occupations, Clamp seals around valves to secure tanks.Related occupations, Coordinate shutdowns and major projects.Related occupations, Prepare calculations for receipts and deliveries of oil and oil products.Related occupations, Lower thermometers into tanks to obtain temperature readings.Related occupations","Signal others to coordinate work activities.Related occupations, Monitor equipment operation to ensure proper functioning.Related occupations, Maintain production or processing equipment.Related occupations, Notify others of equipment repair or maintenance needs.Related occupations, Repair production equipment or tools.Related occupations, Adjust equipment controls to regulate flow of water, cleaning solutions, or other liquids.Related occupations, Operate energy distribution equipment.Related occupations, Watch operating equipment to detect malfunctions.Related occupations, Monitor equipment fluid levels.Related occupations, Plan production or operational procedures or sequences.Related occupations, Operate pumping systems or equipment.Related occupations, Collect samples of materials or products for testing.Related occupations, Direct operational or production activities.Related occupations, Record operational or production data.Related occupations, Study blueprints or other instructions to determine equipment setup requirements.Related occupations, Test chemical or physical characteristics of materials or products.Related occupations, Clean work areas.Related occupations, Inspect production equipment.Related occupations, Lubricate production equipment.Related occupations, Analyze test results.Related occupations, Clean production equipment.Related occupations, Seal gaps or cracks to prevent leakage or moisture intrusion.Related occupations, Calculate costs of goods or services.Related occupations, Calculate weights, volumes or other characteristics of materials.Related occupations",2
Manufacturing,46%,51-7099.00,"Woodworkers, All Other",Decline,"1,500",,,,Unknown
Manufacturing,46%,51-8099.00,"Plant and System Operators, All OtherBiofuels Processing Technicians",Little or no change,"1,400",,,,Unknown
Manufacturing,44%,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,Faster than average,"1,000","Analytical or scientific software, Cloud-based data access and sharing software, Computer aided design CAD software, Data base management system software, Data base user interface and query software, Development environment software, Electronic mail software, Enterprise application integration software, Enterprise resource planning ERP software, Graphical user interface development software, Industrial control software, Inventory management software, Object or component oriented development software, Office suite software, Operating system software, Presentation software, Process mapping and design software, Program testing software, Project management software, Spreadsheet software, Transaction server software, Web platform development software, Word processing software","Test aircraft systems under simulated operational conditions, performing systems readiness tests and pre- and post-operational checkouts, to establish design or fabrication parameters.Related occupations, Identify required data, data acquisition plans, and test parameters, setting up equipment to conform to these specifications.Related occupations, Inspect, diagnose, maintain, and operate test setups and equipment to detect malfunctions.Related occupations, Confer with engineering personnel regarding details and implications of test procedures and results.Related occupations, Operate and calibrate computer systems and devices to comply with test requirements and to perform data acquisition and analysis.Related occupations, Record and interpret test data on parts, assemblies, and mechanisms.Related occupations, Adjust, repair, or replace faulty components of test setups and equipment.Related occupations, Fabricate and install parts and systems to be tested in test equipment, using hand tools, power tools, and test instruments.Related occupations, Finish vehicle instrumentation and deinstrumentation.Related occupations, Construct and maintain test facilities for aircraft parts and systems, according to specifications.Related occupations, Design electrical and mechanical systems for avionic instrumentation applications.Related occupations","Test performance of electrical, electronic, mechanical, or integrated systems or equipment.Related occupations, Estimate technical or resource requirements for development or production projects.Related occupations, Inspect equipment or systems.Related occupations, Confer with technical personnel to prepare designs or operational plans.Related occupations, Document design or operational test results.Related occupations, Interpret design or operational test results.Related occupations, Operate computer systems.Related occupations, Test quality of materials or finished products.Related occupations, Maintain test equipment.Related occupations, Calibrate scientific or technical equipment.Related occupations, Fabricate devices or components.Related occupations, Install production equipment or systems.Related occupations, Assemble equipment or components.Related occupations, Design electrical equipment or systems.Related occupations, Document technical design details.Related occupations",3
Manufacturing,44%,51-7032.00,"Patternmakers, Wood",Decline,100,"Computer aided design CAD software, Computer aided manufacturing CAM software, Electronic mail software, Office suite software, Spreadsheet software","Read blueprints, drawings, or written specifications to determine sizes and shapes of patterns and required machine setups.Related occupations, Fit, fasten, and assemble wood parts together to form patterns, models, or sections, using glue, nails, dowels, bolts, and screws.Related occupations, Lay out patterns on wood stock and draw outlines of units, sectional patterns, or full-scale mock-ups of products, based on blueprint specifications and sketches, and using marking and measuring devices.Related occupations, Trim, smooth, and shape surfaces, and plane, shave, file, scrape, and sand models to attain specified shapes, using hand tools.Related occupations, Divide patterns into sections according to shapes of castings to facilitate removal of patterns from molds.Related occupations, Verify dimensions of completed patterns, using templates, straightedges, calipers, or protractors.Related occupations, Correct patterns to compensate for defects in castings.Related occupations, Set up, operate, and adjust a variety of woodworking machines such as bandsaws and lathes to cut and shape sections, parts, and patterns, according to specifications.Related occupations, Finish completed products or models with shellac, lacquer, wax, or paint.Related occupations, Estimate costs for patternmaking jobs.Related occupations, Mark identifying information such as colors or codes on patterns, parts, and templates to indicate assembly methods.Related occupations, Repair broken or damaged patterns.Related occupations, Maintain pattern records for reference.Related occupations, Glue fillets along interior angles of patterns.Related occupations, Construct wooden models, templates, full scale mock-ups, jigs, or molds for shaping parts of products.Related occupations, Compute dimensions, areas, volumes, and weights.Related occupations, Select lumber to be used for patterns.Related occupations, Collect and store patterns and lumber.Related occupations, Inventory equipment and supplies, ordering parts and tools as necessary.Related occupations, Issue patterns to designated machine operators.Related occupations","Study blueprints or other instructions to determine equipment setup requirements.Related occupations, Assemble wood products.Related occupations, Draw guide lines or markings on materials or workpieces using patterns or other references.Related occupations, Shape surfaces or edges of wood workpieces.Related occupations, Trim excess material from workpieces.Related occupations, Measure dimensions of completed products or workpieces to verify conformance to specifications.Related occupations, Plan production or operational procedures or sequences.Related occupations, Design templates or patterns.Related occupations, Operate woodworking equipment.Related occupations, Set equipment controls to meet cutting specifications.Related occupations, Apply protective or decorative finishes to workpieces or products.Related occupations, Estimate costs of products, services, or materials.Related occupations, Mark products, workpieces, or equipment with identifying information.Related occupations, Record operational or production data.Related occupations, Repair templates, patterns, or molds.Related occupations, Construct patterns, templates, or other work aids.Related occupations, Build production molds.Related occupations, Calculate dimensions of workpieces, products, or equipment.Related occupations, Select production input materials.Related occupations, Maintain inventories of materials, equipment, or products.Related occupations, Order materials, supplies, or equipment.Related occupations, Distribute supplies to workers.Related occupations",3
Manufacturing,42%,17-2011.00,Aerospace Engineers,Faster than average,"3,800","Analytical or scientific software, Computer aided design CAD software, Computer aided manufacturing CAM software, Configuration management software, Data base user interface and query software, Development environment software, Electronic mail software, Enterprise application integration software, Enterprise resource planning ERP software, Graphics or photo imaging software, Object or component oriented development software, Office suite software, Operating system software, Presentation software, Process mapping and design software, Project management software, Requirements analysis and system architecture software, Spreadsheet software, Word processing software","Formulate mathematical models or other methods of computer analysis to develop, evaluate, or modify design, according to customer engineering requirements.Related occupations, Plan or conduct experimental, environmental, operational, or stress tests on models or prototypes of aircraft or aerospace systems or equipment.Related occupations, Formulate conceptual design of aeronautical or aerospace products or systems to meet customer requirements or conform to environmental regulations.Related occupations, Plan or coordinate investigation and resolution of customers' reports of technical problems with aircraft or aerospace vehicles.Related occupations, Write technical reports or other documentation, such as handbooks or bulletins, for use by engineering staff, management, or customers.Related occupations, Direct or coordinate activities of engineering or technical personnel involved in designing, fabricating, modifying, or testing of aircraft or aerospace products.Related occupations, Evaluate product data or design from inspections or reports for conformance to engineering principles, customer requirements, environmental regulations, or quality standards.Related occupations, Develop design criteria for aeronautical or aerospace products or systems, including testing methods, production costs, quality standards, environmental standards, or completion dates.Related occupations, Analyze project requests, proposals, or engineering data to determine feasibility, productibility, cost, or production time of aerospace or aeronautical products.Related occupations, Maintain records of performance reports for future reference.Related occupations, Diagnose performance problems by reviewing reports or documentation from customers or field engineers or by inspecting malfunctioning or damaged products.Related occupations, Direct aerospace research and development programs.Related occupations, Evaluate and approve selection of vendors by studying past performance or new advertisements.Related occupations, Design new or modify existing aerospace systems to reduce polluting emissions, such as nitrogen oxide, carbon monoxide, or smoke emissions.Related occupations, Design or engineer filtration systems that reduce harmful emissions.Related occupations, Evaluate biofuel performance specifications to determine feasibility for aerospace applications.Related occupations","Create models of engineering designs or methods.Related occupations, Test performance of electrical, electronic, mechanical, or integrated systems or equipment.Related occupations, Design electromechanical equipment or systems.Related occupations, Direct quality control activities.Related occupations, Prepare procedural documents.Related occupations, Direct design or development activities.Related occupations, Evaluate designs or specifications to ensure quality.Related occupations, Inspect equipment or systems.Related occupations, Investigate system, equipment, or product failures.Related occupations, Determine design criteria or specifications.Related occupations, Analyze design or requirements information for mechanical equipment or systems.Related occupations, Maintain operational records or records systems.Related occupations, Approve expenditures.Related occupations, Gather organizational performance information.Related occupations, Design systems to reduce harmful emissions.Related occupations, Research design or application of green technologies.Related occupations",4
Manufacturing,41%,51-9083.00,Ophthalmic Laboratory Technicians,Little or no change,"2,500","Computer aided design CAD software, Electronic mail software, Enterprise resource planning ERP software, Medical software, Office suite software, Presentation software, Spreadsheet software, Word processing software","Mount and secure lens blanks or optical lenses in holding tools or chucks of cutting, polishing, grinding, or coating machines.Related occupations, Inspect lens blanks to detect flaws, verify smoothness of surface, and ensure thickness of coating on lenses.Related occupations, Set up machines to polish, bevel, edge, or grind lenses, flats, blanks, or other precision optical elements.Related occupations, Inspect, weigh, and measure mounted or unmounted lenses after completion to verify alignment and conformance to specifications, using precision instruments.Related occupations, Shape lenses appropriately so that they can be inserted into frames.Related occupations, Clean finished lenses and eyeglasses, using cloths and solvents.Related occupations, Mount, secure, and align finished lenses in frames or optical assemblies, using precision hand tools.Related occupations, Examine prescriptions, work orders, or broken or used eyeglasses to determine specifications for lenses, contact lenses, or other optical elements.Related occupations, Adjust lenses and frames to correct alignment.Related occupations, Select lens blanks, molds, tools, and polishing or grinding wheels, according to production specifications.Related occupations, Position and adjust cutting tools to specified curvature, dimensions, and depth of cut.Related occupations, Assemble eyeglass frames and attach shields, nose pads, and temple pieces, using pliers, screwdrivers, and drills.Related occupations, Set dials and start machines to polish lenses or hold lenses against rotating wheels to polish them manually.Related occupations, Repair broken parts, using precision hand tools and soldering irons.Related occupations, Immerse eyeglass frames in solutions to harden, soften, or dye frames.Related occupations, Lay out lenses and trace lens outlines on glass, using templates.Related occupations, Control equipment that coats lenses to alter their reflective qualities.Related occupations, Remove lenses from molds and separate lenses in containers for further processing or storage.Related occupations","Mount materials or workpieces onto production equipment.Related occupations, Inspect finished products to locate flaws.Related occupations, Shape glass or similar materials.Related occupations, Measure dimensions of completed products or workpieces to verify conformance to specifications.Related occupations, Weigh finished products.Related occupations, Clean workpieces or finished products.Related occupations, Align parts or workpieces to ensure proper assembly.Related occupations, Read work orders or other instructions to determine product specifications or materials requirements.Related occupations, Repair medical or dental assistive devices.Related occupations, Mount attachments or tools onto production equipment.Related occupations, Select production equipment according to product specifications.Related occupations, Set equipment controls to meet cutting specifications.Related occupations, Construct customized assistive medical or dental devices.Related occupations, Immerse objects or workpieces in cleaning or coating solutions.Related occupations, Operate grinding equipment.Related occupations, Polish materials, workpieces, or finished products.Related occupations, Draw guide lines or markings on materials or workpieces using patterns or other references.Related occupations, Operate painting or coating equipment.Related occupations, Solder parts or workpieces.Related occupations, Remove workpieces from molds.Related occupations",2
Manufacturing,40%,51-9199.00,"Production Workers, All Other",Little or no change,"30,100",,,,Unknown
Manufacturing,40%,17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,Little or no change,"9,900","Analytical or scientific software, Business intelligence and data analysis software, Cloud-based management software, Computer aided design CAD software, Data base user interface and query software, Development environment software, Document management software, Electronic mail software, Enterprise resource planning ERP software, Graphics or photo imaging software, Industrial control software, Internet browser software, Network connectivity terminal emulation software, Object or component oriented development software, Office suite software, Operating system software, Presentation software, Program testing software, Project management software, Spreadsheet software, Web platform development software, Word processing software","Modify, maintain, or repair electronics equipment or systems to ensure proper functioning.Related occupations, Replace defective components or parts, using hand tools and precision instruments.Related occupations, Set up and operate specialized or standard test equipment to diagnose, test, or analyze the performance of electronic components, assemblies, or systems.Related occupations, Read blueprints, wiring diagrams, schematic drawings, or engineering instructions for assembling electronics units, applying knowledge of electronic theory and components.Related occupations, Identify and resolve equipment malfunctions, working with manufacturers or field representatives as necessary to procure replacement parts.Related occupations, Assemble electrical systems or prototypes, using hand tools or measuring instruments.Related occupations, Review electrical engineering plans to ensure adherence to design specifications and compliance with applicable electrical codes and standards.Related occupations, Assemble, test, or maintain circuitry or electronic components, according to engineering instructions, technical manuals, or knowledge of electronics, using hand or power tools.Related occupations, Review existing electrical engineering criteria to identify necessary revisions, deletions, or amendments to outdated material.Related occupations, Maintain system logs or manuals to document testing or operation of equipment.Related occupations, Select electronics equipment, components, or systems to meet functional specifications.Related occupations, Calculate design specifications or cost, material, and resource estimates, and prepare project schedules and budgets.Related occupations, Educate equipment operators on the proper use of equipment.Related occupations, Supervise the installation or operation of electronic equipment or systems.Related occupations, Compile and maintain records documenting engineering schematics, installed equipment, installation or operational problems, resources used, repairs, or corrective action performed.Related occupations, Modify electrical prototypes, parts, assemblies, or systems to correct functional deviations.Related occupations, Integrate software or hardware components, using computer, microprocessor, or control architecture.Related occupations, Procure parts and maintain inventory and related documentation.Related occupations, Participate in training or continuing education activities to stay abreast of engineering or industry advances.Related occupations, Research equipment or component needs, sources, competitive prices, delivery times, or ongoing operational costs.Related occupations, Provide user applications or engineering support or recommendations for new or existing equipment with regard to installation, upgrades, or enhancements.Related occupations, Specify, coordinate, or conduct quality control or quality assurance programs or procedures.Related occupations, Produce electronics drawings or other graphics representing industrial control, instrumentation, sensors, or analog or digital telecommunications networks, using computer-aided design (CAD) software.Related occupations, Install or maintain electrical control systems, industrial automation systems, or electrical equipment, including control circuits, variable speed drives, or programmable logic controllers.Related occupations, Design or modify engineering schematics for electrical transmission and distribution systems or for electrical installation in residential, commercial, or industrial buildings, using computer-aided design (CAD) software.Related occupations, Interpret test information to resolve design-related problems.Related occupations, Conduct statistical studies to analyze or compare production costs for sustainable or nonsustainable designs.Related occupations, Construct and evaluate electrical components for consumer electronics applications such as fuel cells for consumer electronic devices, power saving devices for computers or televisions, or energy efficient power chargers.Related occupations, Participate in the development or testing of electrical aspects of new green technologies, such as lighting, optical data storage devices, and energy efficient televisions.Related occupations, Review, develop, or prepare maintenance standards.Related occupations","Maintain electronic equipment.Related occupations, Test performance of electrical, electronic, mechanical, or integrated systems or equipment.Related occupations, Review technical documents to plan work.Related occupations, Install instrumentation or electronic equipment or systems.Related occupations, Confer with other personnel to resolve design or operational problems.Related occupations, Resolve operational performance problems.Related occupations, Create electrical schematics.Related occupations, Assemble equipment or components.Related occupations, Evaluate designs or specifications to ensure quality.Related occupations, Interpret design or operational test results.Related occupations, Maintain operational records or records systems.Related occupations, Select tools, equipment, or technologies for use in operations or projects.Related occupations, Estimate technical or resource requirements for development or production projects.Related occupations, Direct industrial production activities.Related occupations, Direct installation activities.Related occupations, Document technical design details.Related occupations, Estimate operational costs.Related occupations, Prepare project budgets.Related occupations, Train personnel on proper operational procedures.Related occupations, Design electrical equipment or systems.Related occupations, Operate computer systems.Related occupations, Purchase materials, equipment, or other resources.Related occupations, Update technical knowledge.Related occupations, Advise customers on the use of products or services.Related occupations, Direct quality control activities.Related occupations, Create schematic drawings for electronics.Related occupations, Analyze costs and benefits of proposed designs or projects.Related occupations, Determine operational criteria or specifications.Related occupations, Evaluate characteristics of equipment or systems.Related occupations, Test green technologies or processes.Related occupations",3
Manufacturing,38%,19-2031.00,Chemists,Faster than average,"6,600","Analytical or scientific software, Computer aided design CAD software, Data base user interface and query software, Development environment software, Document management software, Enterprise application integration software, Enterprise resource planning ERP software, Graphics or photo imaging software, Internet browser softwareRelated occupations, Inventory management software, Object or component oriented development software, Office suite software, Presentation software, Process mapping and design software, Spreadsheet software, Web platform development software, Word processing software","Develop, improve, or customize products, equipment, formulas, processes, or analytical methods.Related occupations, Analyze organic or inorganic compounds to determine chemical or physical properties, composition, structure, relationships, or reactions, using chromatography, spectroscopy, or spectrophotometry techniques.Related occupations, Induce changes in composition of substances by introducing heat, light, energy, or chemical catalysts for quantitative or qualitative analysis.Related occupations, Conduct quality control tests.Related occupations, Write technical papers or reports or prepare standards and specifications for processes, facilities, products, or tests.Related occupations, Maintain laboratory instruments to ensure proper working order and troubleshoot malfunctions when needed.Related occupations, Prepare test solutions, compounds, or reagents for laboratory personnel to conduct tests.Related occupations, Compile and analyze test information to determine process or equipment operating efficiency or to diagnose malfunctions.Related occupations, Confer with scientists or engineers to conduct analyses of research projects, interpret test results, or develop nonstandard tests.Related occupations, Evaluate laboratory safety procedures to ensure compliance with standards or to make improvements as needed.Related occupations, Direct, coordinate, or advise personnel in test procedures for analyzing components or physical properties of materials.Related occupations, Purchase laboratory supplies, such as chemicals, when supplies are low or near their expiration date.Related occupations","Develop new or advanced products or production methods.Related occupations, Analyze chemical compounds or substances.Related occupations, Establish standards for products, processes, or procedures.Related occupations, Maintain laboratory or technical equipment.Related occupations, Prepare compounds or solutions for products or testing.Related occupations, Prepare scientific or technical reports or presentations.Related occupations, Test quality of materials or finished products.Related occupations, Collaborate on research activities with scientists or technical specialists.Related occupations, Monitor operational procedures in technical environments to ensure conformance to standards.Related occupations, Supervise scientific or technical personnel.Related occupations, Manage scientific or technical project resources.Related occupations",4
Manufacturing,38%,17-3024.00,Electro-Mechanical and Mechatronics Technologists and TechniciansRobotics Technicians,Decline,"1,300","Analytical or scientific software, Computer aided design CAD software, Computer aided manufacturing CAM software, Data base user interface and query software, Development environment software, Electronic mail software, Enterprise resource planning ERP software, Facilities management software, Graphics or photo imaging software, Industrial control software, Object or component oriented development software, Office suite software, Operating system software, Presentation software, Process mapping and design software, Program testing software, Project management software, Spreadsheet software, Word processing software","Test performance of electromechanical assemblies, using test instruments such as oscilloscopes, electronic voltmeters, or bridges.Related occupations, Install or program computer hardware or machine or instrumentation software in microprocessor-based systems.Related occupations, Read blueprints, schematics, diagrams, or technical orders to determine methods and sequences of assembly.Related occupations, Modify, maintain, or repair electrical, electronic, or mechanical components, equipment, or systems to ensure proper functioning.Related occupations, Inspect parts for surface defects.Related occupations, Install electrical or electronic parts and hardware in housings or assemblies, using soldering equipment and hand tools.Related occupations, Verify part dimensions or clearances to ensure conformance to specifications, using precision measuring instruments.Related occupations, Fabricate or assemble mechanical, electrical, or electronic components or assemblies.Related occupations, Align, fit, or assemble component parts, using hand or power tools, fixtures, templates, or microscopes.Related occupations, Produce electrical, electronic, or mechanical drawings or other related documents or graphics necessary for electromechanical design, using computer-aided design (CAD) software.Related occupations, Select electromechanical equipment, materials, components, or systems to meet functional specifications.Related occupations, Establish and maintain inventory, records, or documentation systems.Related occupations, Develop, test, or program new robots.Related occupations, Prepare written documentation of electromechanical test results.Related occupations, Repair, rework, or calibrate hydraulic or pneumatic assemblies or systems to meet operational specifications or tolerances.Related occupations, Select and use laboratory, operational, or diagnostic techniques or test equipment to assess electromechanical circuits, equipment, processes, systems, or subsystems.Related occupations, Operate, test, or maintain robotic equipment used for green production applications, such as waste-to-energy conversion systems, minimization of material waste, or replacement of human operators in dangerous work environments.Related occupations, Determine whether selected electromechanical components comply with environmental standards and regulations.Related occupations, Develop or implement programs related to the environmental impact of engineering activities.Related occupations, Train others to install, use, or maintain robots.Related occupations, Analyze engineering designs of logic or digital circuitry, motor controls, instrumentation, or data acquisition for implementation into new or existing automated, servomechanical, or other electromechanical systems.Related occupations, Conduct statistical studies to analyze or compare production costs for sustainable and nonsustainable designs.Related occupations, Specify, coordinate, or conduct quality-control or quality-assurance programs and procedures.Related occupations, Operate metalworking machines to fabricate housings, jigs, fittings, or fixtures.Related occupations, Translate electromechanical drawings into design specifications, applying principles of engineering, thermal or fluid sciences, mathematics, or statistics.Related occupations, Identify energy-conserving production or fabrication methods, such as by bending metal rather than cutting and welding or casting metal.Related occupations, Assist engineers to implement electromechanical designs in industrial or other settings.Related occupations, Consult with machinists to ensure that electromechanical equipment or systems meet design specifications.Related occupations","Test performance of electrical, electronic, mechanical, or integrated systems or equipment.Related occupations, Design electromechanical equipment or systems.Related occupations, Program robotic equipment.Related occupations, Develop software or computer applications.Related occupations, Maintain electromechanical equipment.Related occupations, Maintain electronic equipment.Related occupations, Review technical documents to plan work.Related occupations, Document design or operational test results.Related occupations, Inspect finished products to locate flaws.Related occupations, Install instrumentation or electronic equipment or systems.Related occupations, Calibrate scientific or technical equipment.Related occupations, Assemble equipment or components.Related occupations, Fabricate devices or components.Related occupations, Create schematic drawings for electronics.Related occupations, Operate industrial equipment.Related occupations, Evaluate characteristics of equipment or systems.Related occupations, Select project materials.Related occupations, Determine operational methods.Related occupations, Develop technical methods or processes.Related occupations, Maintain operational records or records systems.Related occupations, Train personnel on proper operational procedures.Related occupations, Analyze design requirements for computer or electronics systems.Related occupations, Analyze costs and benefits of proposed designs or projects.Related occupations, Direct quality control activities.Related occupations, Fabricate products or components using machine tools.Related occupations, Determine design criteria or specifications.Related occupations, Develop operational methods or processes that use green materials or emphasize sustainability.Related occupations, Discuss design or technical features of products or services with technical personnel.Related occupations, Implement design or process improvements.Related occupations",3
Manufacturing,37%,49-9044.00,Millwrights,Average,"3,500","Computer aided design CAD software, Electronic mail software, Enterprise resource planning ERP software, Office suite software, Spreadsheet software, Word processing software","Replace defective parts of machine, or adjust clearances and alignment of moving parts.Related occupations, Align machines or equipment, using hoists, jacks, hand tools, squares, rules, micrometers, lasers, or plumb bobs.Related occupations, Insert shims, adjust tension on nuts and bolts, or position parts, using hand tools and measuring instruments, to set specified clearances between moving and stationary parts.Related occupations, Signal crane operator to lower basic assembly units to bedplate, and align unit to centerline.Related occupations, Conduct preventative maintenance and repair, and lubricate machines and equipment.Related occupations, Assemble and install equipment, using hand tools and power tools.Related occupations, Assemble machines, and bolt, weld, rivet, or otherwise fasten them to foundation or other structures, using hand tools and power tools.Related occupations, Move machinery and equipment, using hoists, dollies, rollers, and trucks.Related occupations, Level bedplate and establish centerline, using straightedge, levels, and transit.Related occupations, Dismantle machines, using hammers, wrenches, crowbars, and other hand tools.Related occupations, Bolt parts, such as side and deck plates, jaw plates, and journals, to basic assembly unit.Related occupations, Lay out mounting holes, using measuring instruments, and drill holes with power drill.Related occupations, Attach moving parts and subassemblies to basic assembly unit, using hand tools and power tools.Related occupations, Weld, repair, and fabricate equipment or machinery.Related occupations, Shrink-fit bushings, sleeves, rings, liners, gears, and wheels to specified items, using portable gas heating equipment.Related occupations, Troubleshoot equipment, electrical components, hydraulics, or other mechanical systems.Related occupations, Dismantle machinery and equipment for shipment to installation site, performing installation and maintenance work as part of team.Related occupations, Connect power unit to machines or steam piping to equipment, and test unit to evaluate its mechanical operation.Related occupations, Position steel beams to support bedplates of machines and equipment, using blueprints and schematic drawings to determine work procedures.Related occupations, Fabricate and dismantle parts, equipment, and machines, using a cutting torch or other cutting equipment.Related occupations, Construct foundation for machines, using hand tools and building materials such as wood, cement, and steel.Related occupations, Operate engine lathe to grind, file, and turn machine parts to dimensional specifications.Related occupations, Install robot and modify its program, using teach pendant.Related occupations","Adjust equipment to ensure optimal performance.Related occupations, Replace worn, damaged, or defective mechanical parts.Related occupations, Align equipment or machinery.Related occupations, Position equipment using hand tools, power tools, or heavy equipment.Related occupations, Adjust the tension of nuts or bolts.Related occupations, Communicate with coworkers to coordinate installations or repairs.Related occupations, Lubricate equipment to allow proper functioning.Related occupations, Maintain work equipment or machinery.Related occupations, Assemble mechanical components or machine parts.Related occupations, Bolt objects into place.Related occupations, Operate welding equipment.Related occupations, Move materials, equipment, or supplies.Related occupations, Operate cranes, hoists, or other moving or lifting equipment.Related occupations, Level machines or equipment.Related occupations, Dismantle heavy equipment or machinery.Related occupations, Drill holes in parts, equipment, or materials.Related occupations, Lay out work according to specifications.Related occupations, Fabricate parts or components.Related occupations, Operate heating or drying equipment.Related occupations, Repair worn, damaged, or defective mechanical parts.Related occupations, Troubleshoot equipment or systems operation problems.Related occupations, Test mechanical equipment to ensure proper functioning.Related occupations, Install programs onto computer or computer-controlled equipment.Related occupations, Grind parts to required dimensions.Related occupations",2
